Make	Model	Buyer Gender	Buyer Age	Country	City	Dealer Latitude	Dealer Longitude	Color	New Car	Purchase Date	Sale Price	Discount	Resell Price	5-yr Depreciation	Top Speed	0-60 Time
Ford	Flex	Male	67	Argentina	General San Martín	-34.5802207	-58.5351929	Violet	TRUE	27/02/2018	21627.94	0.3136	27715.63	0.1	203	2.9
Honda	S2000	Male	44	Togo	Bassar	9.2610914	0.7770529	Puce	FALSE	1/8/2007	10635.31	0.001	10698.11	0.21	233.3	10.2
Pontiac	G6	Male	39	Ukraine	Kirovs’k	48.6354729	38.6373937	Aquamarine	FALSE	5/10/2020	43394.26	0.2236	46064.82	0.17	190.5	4.9
Infiniti	EX	Female	43	Belarus	Krasnapollye	53.3383537	31.3972255	Teal	TRUE	29/11/2013	66713.76	0.5952	47046.97	0.14	221.9	4.8
Suzuki	Esteem	Male	23	Ivory Coast	Arrah	6.6746161	-3.9725378	Teal	TRUE	21/01/2016	77565.68	0.0073	45936.05	0.17	186.5	8.2
Lotus	Esprit	Female	28	China	Mashan	45.212088	130.478187	Purple	FALSE	6/8/2003	93263.88	0.3445	29969.71	0.07	200.9	10.9
Lexus	LS	Male	55	Russia	Starobelokurikha	52.05206	85.08765	Yellow	FALSE	5/9/2017	81428.4	0.5361	6134.81	0.13	135.9	15
Pontiac	Firefly	Male	38	China	Xihanling	34.850606	114.860055	Blue	FALSE	17/11/2012	56320.99	0.3095	25890.8	0.05	194.3	5.1
Honda	Civic	Female	32	South Africa	Roodepoort	-26.1631828	27.8252814	Yellow	TRUE	20/05/2017	27933.18	0.6119	48390.66	0.2	216.9	6.7
Subaru	Forester	Female	36	Russia	Mayskiy	44.7790716	40.5449803	Fuscia	TRUE	5/12/2002	52674.39	0.4722	45034.73	0.22	204	11.3
Suzuki	Grand Vitara	Male	20	China	Daciyao	39.638035	113.737801	Mauv	FALSE	31/01/2019	67716.47	0.0766	24391.04	0.21	122.9	2.4
Nissan	Sentra	Female	42	Egypt	Al Ma?allah al Kubrá	30.9781287	31.162448	Orange	TRUE	21/08/2017	30281.1	0.4622	6079.48	0.1	221.9	12
GMC	Canyon	Male	60	Russia	Staroderevyankovskaya	46.1327339	38.9644692	Indigo	TRUE	13/05/2008	58745.47	0.3884	5036	0.24	130.7	13
Ford	Contour	Female	69	Russia	Shadrinsk	56.0895859	63.672798	Turquoise	FALSE	16/12/2015	88070.23	0.2846	21116.76	0.24	204.8	7.2
Isuzu	Trooper	Female	49	Tunisia	Siliana	36.0887208	9.3645335	Crimson	FALSE	17/10/2020	76463.14	0.3549	15111.65	0.24	209	13.2
Honda	Accord	Male	26	Albania	Kukur	40.8673649	20.3621596	Khaki	TRUE	24/01/2015	45229.93	0.1329	5110.14	0.17	223.9	14
Buick	LeSabre	Female	26	South Korea	Chinch'?n	34.933333	126.583333	Aquamarine	TRUE	3/2/2013	94733.15	0.3975	49266.95	0.04	121	7.2
Lincoln	MKS	Male	41	Brazil	Garibaldi	-29.2581646	-51.5289168	Khaki	TRUE	22/02/2004	26264.07	0.1742	11079.87	0.12	127.7	11.7
Audi	A8	Female	34	Portugal	Refojos	41.5162209	-7.9927714	Fuscia	FALSE	8/8/2004	21564.75	0.4344	15474.86	0.11	181.3	12.2
GMC	2500	Female	29	Japan	?date	37.0597622	140.8775769	Aquamarine	FALSE	23/06/2007	92226.09	0.0054	30715.43	0.06	163.6	12.4
Toyota	Land Cruiser	Male	37	Poland	Belsk Du?y	51.8253953	20.8092134	Goldenrod	TRUE	26/04/2005	63274.2	0.1866	38374.23	0.12	150.8	7.8
Lexus	ES	Male	51	Bulgaria	Plovdiv	42.1450502	24.7558475	Goldenrod	TRUE	6/10/2013	70579.76	0.692	43320.77	0.09	232.8	11
Chevrolet	Cobalt	Female	71	Pakistan	Karak	30.3301201	66.9043672	Fuscia	TRUE	9/1/2013	95940.82	0.4493	45315.16	0.04	208.6	3.9
Isuzu	Rodeo	Male	38	Philippines	Mababanaba	15.5027303	120.5129814	Goldenrod	FALSE	12/2/2010	59118.14	0.3003	22316.58	0.02	124.1	10.9
Chevrolet	Camaro	Male	72	Albania	Karbunara e Vogël	40.92194	19.71778	Puce	TRUE	5/1/2010	68253.53	0.4739	13801.22	0.03	213.5	12.2
Hyundai	Scoupe	Male	31	Vietnam	Th? Tr?n Yên Th?	22.0899425	104.7695962	Purple	FALSE	2/10/2008	89168.92	0.5738	33507.06	0.04	190.9	2.9
Ford	Thunderbird	Female	62	Indonesia	Tunggulsari	-6.5489311	111.0683954	Blue	TRUE	10/6/2006	44346.66	0.5243	34237.38	0.2	124	14.6
Chevrolet	Cobalt	Female	75	Japan	Tomakomai	42.6580023	141.6664383	Goldenrod	FALSE	9/9/2020	16785.79	0.4262	12518.81	0.03	160.7	5.2
Kia	Optima	Male	24	Japan	Annaka	36.3276673	138.8951009	Fuscia	TRUE	2/5/2005	92879.75	0.2058	38537.79	0.16	146.7	12.3
Mitsubishi	Chariot	Male	75	Indonesia	Gogosuket	-8.0896	112.2944	Red	TRUE	11/7/2014	28076.34	0.4716	23971.81	0.07	215	2
Dodge	Ram 2500	Male	25	France	Mulhouse	47.7489727	7.3507066	Maroon	TRUE	25/09/2012	97866.19	0.3532	26346.34	0.16	206.5	14.4
Chevrolet	Corvette	Male	63	Peru	Huaraz	-9.5261154	-77.5287792	Red	FALSE	30/09/2008	64997.37	0.023	13645.48	0.05	190.9	5.8
Maserati	Quattroporte	Female	59	Armenia	Gagarin	40.5425073	44.868475	Violet	FALSE	29/01/2006	63469.36	0.3834	34400.63	0.13	146.6	3.5
Chevrolet	Suburban 2500	Female	74	Portugal	São Sebastião	38.6681004	-27.0897051	Yellow	TRUE	18/08/2007	70169.75	0.5963	9522.54	0.12	156.4	9.8
Volvo	V40	Male	46	Russia	Topchikha	52.824354	83.119824	Crimson	TRUE	31/12/2012	96431.22	0.3616	4652.85	0.24	196.3	14.6
Mazda	Tribute	Male	57	Russia	Voznesenskoye	54.8948642	42.7717966	Blue	TRUE	15/11/2013	97565.66	0.3529	48108.1	0.2	169.2	10.3
Subaru	Alcyone SVX	Female	39	China	Qingshandi	30.63963	114.385538	Blue	TRUE	7/1/2004	64567.77	0.4473	5796.65	0.03	209.5	4.5
Volvo	V70	Male	30	Ireland	Monkstown	52.8314927	-8.9775014	Indigo	TRUE	28/02/2006	87248.37	0.0312	36590.49	0.06	238.9	13.4
Saab	9-Mar	Female	56	Greece	Áno Liósia	38.0817234	23.7036067	Green	TRUE	16/01/2012	32926.32	0.6827	39212.1	0.17	164.5	6.8
Mitsubishi	Sigma	Female	25	Indonesia	Gambiran	-8.4112772	114.1736608	Mauv	TRUE	8/1/2009	57725.53	0.069	34178.35	0.2	211	9.4
Toyota	Corolla	Female	60	Uzbekistan	Koson Shahri	39.04472	65.59082	Turquoise	FALSE	2/1/2019	92630.39	0.3329	48454.57	0.04	167.5	11.1
Hyundai	Accent	Male	27	Brazil	Araripina	-7.57656	-40.4976324	Blue	FALSE	10/4/2003	42712.99	0.0013	16820.11	0.13	138.2	6.7
Plymouth	Voyager	Female	41	Indonesia	Selemadeg Kelod	-8.4578388	115.0104608	Violet	TRUE	16/06/2020	63350.42	0.6002	14900.67	0.22	163.8	9.9
Oldsmobile	Aurora	Female	35	Panama	La Palma	8.2853585	-78.1792434	Aquamarine	TRUE	1/5/2016	46648.09	0.2435	35220.73	0.03	192.5	7.3
Lexus	LS	Female	47	Serbia	Klek	45.4352011	20.4744696	Violet	TRUE	23/06/2004	19749.13	0.4983	17033.25	0.06	219.9	9.5
Subaru	Legacy	Male	26	Argentina	San Martín de los Andes	-40.1500467	-71.3377934	Blue	FALSE	14/06/2003	54534.67	0.1599	46762.19	0.07	212	11
Toyota	TundraMax	Male	68	Sudan	Kin?na	14.0361	33.1712	Pink	FALSE	10/1/2018	82088.94	0.2955	19567.82	0.02	244.8	12
Isuzu	Space	Female	26	Papua New Guinea	Ialibu	-6.2615781	143.9813542	Green	FALSE	7/12/2016	14739.66	0.6025	5897.76	0.1	151.5	4.3
Chevrolet	Express 3500	Female	69	Portugal	Mosteiros	37.8904348	-25.8207556	Violet	TRUE	24/03/2007	64767.89	0.466	30862.76	0.03	163.3	6.1
Ford	Escort	Female	52	Bolivia	Punata	-17.5467442	-65.8412017	Yellow	TRUE	29/12/2013	43987.86	0.6397	13452.98	0.11	176.4	14.8
Buick	Reatta	Female	60	Indonesia	Hampang	-3.283333	115.75	Mauv	TRUE	15/06/2010	15973.26	0.2586	22426.17	0.21	231.3	9.8
Studebaker	Avanti	Male	53	Kazakhstan	B?rabay	53.016924	70.0973718	Indigo	TRUE	6/1/2017	52180.32	0.0681	17307.8	0.22	156.6	13.7
Isuzu	Trooper	Male	51	Mali	Yélimané	15.1199067	-10.5718086	Puce	TRUE	6/12/2011	49408.27	0.2551	26696.05	0.14	159	4.6
Mazda	MX-5	Female	58	Argentina	Valcheta	-31.4856187	-64.2353879	Puce	FALSE	10/8/2002	79699.58	0.6869	49798.89	0.21	129.4	8.7
Isuzu	Rodeo	Male	72	Philippines	Santa Fe	11.1856085	124.9202302	Red	FALSE	16/03/2017	41261.06	0.2653	48890.8	0.2	233.1	11.5
Toyota	Camry	Male	61	Sweden	Huddinge	59.2442754	18.0084483	Orange	TRUE	1/8/2011	83006.34	0.4592	41734	0.12	188.3	8.5
Saturn	Aura	Male	67	Kazakhstan	Dzhetygara	52.2163528	61.2809373	Fuscia	TRUE	14/04/2004	63001.31	0.0275	21425.59	0.11	187.8	7.3
Porsche	911	Male	32	Brazil	Itapetininga	-23.5795137	-47.9985512	Fuscia	TRUE	14/09/2017	33362.28	0.3545	15587.75	0.06	128.9	3.5
Lexus	IS-F	Male	53	Nigeria	Pankshin	9.3278585	9.4311572	Goldenrod	TRUE	15/11/2013	20793.81	0.6737	6452.03	0.18	128.8	5.6
Infiniti	I	Female	72	China	Yantang	23.15998	113.327132	Mauv	TRUE	13/07/2008	26701.61	0.3667	11838.13	0.07	162.4	9.6
Saab	900	Male	58	Russia	Omsk	55.0614182	73.2498639	Maroon	TRUE	17/08/2007	27776.04	0.4355	37953.77	0.22	127.4	8.1
Mercedes-Benz	W201	Male	65	Argentina	Caleufú	-40.1382194	-71.2883704	Purple	TRUE	4/6/2010	59420.92	0.1613	47047.81	0.04	202.1	14.8
Dodge	Viper	Female	38	Russia	Kolodeznyy	51.3531567	39.3015305	Orange	FALSE	11/9/2002	25832.44	0.3847	35610.08	0.18	123	14.1
Chrysler	300	Female	53	Philippines	Talospatang	15.9074577	120.4495523	Teal	FALSE	29/06/2002	60231.34	0.6605	11734.9	0.22	149.2	12.5
Mercedes-Benz	E-Class	Female	75	Philippines	Mambusao	11.427407	122.597251	Goldenrod	FALSE	5/4/2006	95162	0.2534	41144.69	0.11	190.5	6.8
Nissan	Armada	Female	58	China	Anyuan	27.615202	113.870729	Khaki	FALSE	21/02/2018	27050.92	0.557	41189.02	0.15	129.5	11.6
Mazda	Mazda6	Male	52	China	Duanjia	33.570769	117.015187	Goldenrod	FALSE	24/01/2002	51966.13	0.376	4164.55	0.17	171.6	4.9
Lexus	SC	Male	25	Indonesia	Kebonbencoy	-7.2528931	108.1886249	Crimson	TRUE	25/09/2006	11578.04	0.6592	37787.18	0.11	249.3	2.7
Oldsmobile	Silhouette	Male	39	Dominican Republic	Jicomé	19.3795618	-71.1948782	Violet	FALSE	5/12/2014	42855.89	0.3112	29088.28	0.21	205.9	11.8
Chevrolet	Corvair 500	Female	45	Belarus	Loyew	51.9377873	30.7892014	Khaki	TRUE	29/03/2007	51919.71	0.0993	38943.25	0.16	204.2	7.2
Subaru	Tribeca	Female	28	Colombia	Guapi	2.579401	-77.8138553	Khaki	TRUE	16/01/2019	13470.85	0.313	26305.68	0.17	179.5	12.7
Audi	A4	Female	45	Ecuador	Boca Suno	-0.69832	-77.14083	Aquamarine	TRUE	17/05/2015	42798.87	0.6178	37207.64	0.11	201.9	6.7
Chevrolet	Malibu	Female	73	Russia	Chernyshevsk	52.4040809	116.8110808	Orange	TRUE	21/05/2011	63849.44	0.0721	3241.44	0.06	217.2	13.5
GMC	Vandura 2500	Male	63	France	Alès	44.0570174	4.0057868	Goldenrod	TRUE	25/07/2002	38358.38	0.5727	14913.87	0.17	185	10.4
Dodge	Monaco	Female	45	China	Maba	33.338894	105.066014	Fuscia	FALSE	27/07/2002	64236.63	0.53	33398.74	0.09	235.7	13
Honda	Prelude	Female	24	Indonesia	Long Layu	3.61023	115.69993	Yellow	FALSE	13/05/2019	94695.35	0.3966	44214.25	0.16	241.6	8.2
Chrysler	Aspen	Male	32	Indonesia	Penanggal	-8.1461903	113.0428974	Mauv	TRUE	22/11/2006	70608.56	0.365	6106.18	0.08	146.7	6.3
Cadillac	Escalade	Female	59	Indonesia	Tadabliro	-8.6847	122.2162	Goldenrod	TRUE	22/03/2019	50265.25	0.4927	25311.79	0.17	216	2.2
Hyundai	Sonata	Male	38	Indonesia	Banjar Jagasatru	-8.5610656	115.1372238	Orange	FALSE	21/02/2003	96974.82	0.1251	9487.94	0.15	127.6	13.7
Mazda	CX-9	Male	56	France	Bressuire	46.8118134	-0.5451553	Khaki	FALSE	5/4/2005	75172.11	0.0328	45883.69	0.25	158.2	9.5
Mitsubishi	Diamante	Female	23	Egypt	Al J?zah	30.0130557	31.2088526	Mauv	TRUE	16/04/2018	45543.68	0.1759	29824.24	0.14	171.4	6.4
Lamborghini	Murciélago	Female	68	Russia	Grebnevo	55.9496102	38.0865214	Goldenrod	TRUE	15/05/2004	81379.98	0.5704	5352.26	0.13	128.2	13.7
Dodge	Dakota Club	Female	53	Myanmar	Mawlamyine	16.4543173	97.6439611	Red	FALSE	20/05/2012	11013.79	0.5693	7422.07	0.05	154.6	10
Chevrolet	Prizm	Female	45	China	Gangbei	23.11153	109.57224	Green	FALSE	27/01/2005	19147.71	0.321	5292.38	0.21	172.2	10.8
Chevrolet	Avalanche 1500	Female	34	Japan	Hirara	24.8051928	125.2789544	Orange	TRUE	30/07/2016	69973.23	0.0347	14026.47	0.25	127.8	8.6
Infiniti	M	Male	42	Indonesia	Pasirputih	-7.698725	113.8465758	Blue	TRUE	16/08/2019	31042.46	0.146	30872.49	0.22	186.2	14.1
Plymouth	Colt Vista	Female	53	Italy	Cagliari	39.2186229	9.113797	Violet	FALSE	2/8/2010	67057.61	0.0354	34763.06	0.23	170.8	8
Infiniti	QX	Female	41	Sweden	Åkersberga	59.4746074	18.2397247	Crimson	FALSE	11/11/2020	87821.46	0.3998	9828.69	0.21	133.8	11.1
Suzuki	Swift	Male	62	Russia	Tver	53.543617	49.2636336	Khaki	TRUE	13/04/2006	72910.28	0.5199	41548.72	0.13	135.6	10.8
Ram	2500	Female	65	Brazil	Diamantina	-18.2417866	-43.6035055	Teal	TRUE	14/07/2008	29864.63	0.1594	29782.82	0.21	207.6	5.7
Aston Martin	Vantage	Male	51	China	Nanjie	26.6849798	100.7492159	Khaki	TRUE	14/06/2009	35390.77	0.4307	19027.01	0.14	224.9	12.6
Chevrolet	Tahoe	Male	64	China	Zhetang	29.1416432	119.7889248	Red	TRUE	28/02/2010	58709.12	0.3084	35596.22	0.07	159.1	3.3
Chevrolet	TrailBlazer	Female	58	China	Meipu	45.7718709	126.6701902	Maroon	FALSE	4/9/2014	81627.47	0.5336	25091.72	0.04	188.9	9.8
Nissan	Maxima	Male	65	Canada	Adstock	46.0466966	-71.0768076	Aquamarine	FALSE	18/05/2010	77030.7	0.5163	9134.99	0.04	199.9	4.2
Lotus	Esprit	Male	26	Canada	Ashcroft	50.72372	-121.28207	Goldenrod	FALSE	26/01/2016	11683.83	0.1387	8808.39	0.17	127.1	7.6
BMW	X3	Male	60	Philippines	Patnongon	10.9322366	121.9864492	Purple	FALSE	1/3/2016	32143.33	0.6683	29934.35	0.05	238.6	14.7
Infiniti	FX	Female	47	Brazil	Buritizeiro	-17.1885187	-45.1494505	Puce	TRUE	11/12/2009	64093.07	0.2363	30094.36	0.13	148.8	14.7
Subaru	Legacy	Female	20	Philippines	Marcos	14.6822054	121.0676438	Goldenrod	FALSE	1/2/2011	90688.48	0.2507	8161.34	0.22	209.6	11.3
GMC	Suburban 1500	Male	68	Azerbaijan	Bak?xanov	40.4249808	49.950331	Turquoise	TRUE	4/10/2014	60177.51	0.3041	8455.11	0.1	133.8	9.9
Honda	Fit	Male	42	Jordan	Mafraq	32.341673	36.2020028	Yellow	TRUE	22/04/2014	54923.09	0.6464	17346.04	0.13	201.2	5.5
Lexus	GS	Male	27	Pakistan	Chambar	25.4251732	68.7514645	Red	FALSE	10/10/2007	33730.8	0.463	14690.89	0.11	161.2	14.8
Chevrolet	Tahoe	Female	61	Venezuela	Cumanacoa	10.2471959	-63.9201942	Mauv	TRUE	16/01/2015	69145.45	0.2404	3897.85	0.21	206.5	6.4
Mazda	MX-6	Female	22	Dominican Republic	Gonzalo	19.0077085	-69.7320914	Mauv	TRUE	10/10/2016	43589.88	0.2971	41914.96	0.14	208.1	13.2
Hyundai	Santa Fe	Female	67	Malaysia	Pulau Pinang	5.3523231	100.3573891	Teal	TRUE	25/11/2003	37967.16	0.2432	31889.07	0.12	148.8	4.2
Nissan	Pathfinder	Female	64	Sweden	Sölvesborg	56.0302709	14.7602035	Aquamarine	FALSE	8/2/2008	48599.37	0.0232	5222.61	0.02	240.7	6.1
Volkswagen	GTI	Female	29	China	Dongpu	23.113478	113.417068	Fuscia	FALSE	21/06/2011	65783.76	0.0612	19921.57	0.11	243.3	9.7
Mercedes-Benz	GL-Class	Male	32	Colombia	Cácota	7.268697	-72.642495	Turquoise	TRUE	6/5/2002	35888.59	0.5488	15026.35	0.18	141.8	3.6
Honda	Passport	Female	52	China	Zengjia	30.411429	118.390218	Maroon	TRUE	27/03/2003	40449.87	0.3327	11265.94	0.18	169.4	4.6
Mercury	Cougar	Male	21	Indonesia	Tasikmalaya	-7.3505808	108.2171633	Teal	FALSE	29/07/2002	61628.85	0.6457	35548.93	0.12	139.8	12.7
Acura	ZDX	Female	44	Indonesia	Galis Dua	-6.308986	106.8766009	Blue	TRUE	19/01/2013	54287.05	0.3902	46282.65	0.07	171.1	4.7
Lamborghini	Countach	Female	46	Russia	Talovyy	47.8075	40.107778	Violet	FALSE	15/06/2015	49876.08	0.0106	16055.03	0.21	141.5	10
Dodge	Caravan	Female	58	China	Jiang’an	30.600064	114.309091	Purple	FALSE	14/09/2016	45450.2	0.4798	6401.96	0.21	247	4
Lotus	Exige	Female	28	Poland	Osielec	49.6805192	19.7822663	Purple	TRUE	19/12/2015	17074.98	0.3796	2197.22	0.22	216.3	14
GMC	Savana 3500	Male	33	China	Nanfeng	27.218444	116.525725	Red	TRUE	26/03/2005	31290.73	0.4531	39693.02	0.08	142.9	5
Kia	Sedona	Male	73	Croatia	Dubrovnik	42.6586378	18.1013637	Red	FALSE	23/02/2004	87969.27	0.0179	32001.08	0.05	149.6	14
GMC	Acadia	Male	42	Indonesia	Jepuro	-6.7282418	111.1447759	Aquamarine	FALSE	20/08/2010	40041.27	0.1166	22158.51	0.19	225.1	8.9
Mazda	929	Female	67	France	Le Mans	47.9956173	0.1924459	Maroon	FALSE	15/07/2013	67720.04	0.4184	21186.05	0.02	134.5	8.1
Dodge	Caravan	Female	45	Thailand	Sakon Nakhon	17.1566617	104.1331684	Turquoise	TRUE	14/12/2002	72121.74	0.665	45414.46	0.07	198	3.1
Infiniti	M	Female	70	Nigeria	Onueke	6.1323473	8.0219738	Violet	FALSE	10/5/2008	40688.11	0.5806	15995.58	0.18	245.1	12.9
Panoz	Esperante	Female	23	Iran	Sh?h?n Dezh	36.6740953	46.570133	Crimson	TRUE	23/10/2017	83492.56	0.1152	20366.42	0.2	235.9	9.5
GMC	Sonoma Club Coupe	Female	51	Ethiopia	Nazr?t	8.5263486	39.2583293	Turquoise	TRUE	27/05/2006	83671.29	0.3171	25382.89	0.15	210.5	14.4
Chevrolet	Cobalt	Male	21	United States	Springfield	42.1072582	-72.5815752	Turquoise	TRUE	4/11/2018	78610.5	0.0777	49681.38	0.02	140.8	3.3
Kia	Sedona	Female	55	Azerbaijan	Pushkino	39.4598833	48.5509813	Mauv	TRUE	21/11/2012	33030.46	0.0732	42087.35	0.12	124.2	8.6
Pontiac	Trans Sport	Male	56	Saint Vincent and the Grenadines	Byera Village	13.2570942	-61.125756	Crimson	TRUE	16/09/2018	95421.45	0.5905	44534.72	0.09	120.6	10.8
Isuzu	i-Series	Male	44	Czech Republic	?eské Mezi?í?í	50.2867981	16.0442852	Green	FALSE	17/04/2020	13038	0.6548	32180.13	0.1	192.4	2.3
Volkswagen	Cabriolet	Female	29	South Africa	Greytown	-29.0748919	30.6057342	Khaki	FALSE	10/7/2019	18046.35	0.6487	38808.2	0.13	238.3	10.3
Buick	Terraza	Male	74	Panama	Colón	9.359302	-79.8998608	Maroon	TRUE	16/05/2002	62057.59	0.0301	23199.11	0.07	156.5	11.8
GMC	2500 Club Coupe	Male	74	Cape Verde	Espargos	16.7560469	-22.9386472	Blue	TRUE	6/10/2014	83885.97	0.5036	18556.9	0.23	126.8	13.6
Mitsubishi	Mirage	Female	35	Cuba	Nuevitas	21.5500232	-77.2692503	Teal	TRUE	5/9/2018	62531.75	0.0092	48489.38	0.23	236.9	5.1
Toyota	Camry	Male	71	Finland	Nakkila	61.3660499	22.0084795	Indigo	FALSE	30/06/2012	38854.6	0.0754	2126.92	0.12	211.7	14.4
Chevrolet	Silverado 3500	Male	28	China	Huangling	35.579427	109.262961	Khaki	FALSE	11/6/2016	60763.5	0.3698	29606.89	0.19	234.6	9
Ford	Taurus	Female	56	Slovenia	Razvanje	46.5222421	15.6550008	Green	TRUE	3/11/2015	44852.48	0.1305	45459.23	0.11	129.7	9.4
Lexus	RX	Male	32	Indonesia	Krajan Tegalombo	-7.9110809	111.4253892	Aquamarine	FALSE	7/7/2006	29330.98	0.3117	14404.09	0.17	211.8	7.9
Mitsubishi	Chariot	Male	69	Thailand	Ko Samui	9.4693943	99.9688636	Maroon	TRUE	1/1/2007	43613.96	0.1523	44302.99	0.06	163.6	3.1
Nissan	240SX	Female	57	Mexico	Benito Juarez	28.42456	-106.8458626	Turquoise	FALSE	18/10/2004	50441.08	0.1031	20688.8	0.24	198.7	14.1
Dodge	Ram 2500	Female	47	Mexico	Altavista	19.3468041	-99.2002892	Blue	FALSE	12/1/2010	32951.67	0.0587	33594.23	0.2	186.4	4.5
Hummer	H1	Female	70	China	Gubeikou	40.692169	117.163821	Purple	FALSE	23/07/2016	73694.81	0.6308	23993.59	0.07	246.8	9.4
Isuzu	Oasis	Male	51	Sweden	Jönköping	57.8014247	14.1454855	Red	FALSE	21/06/2017	81291.96	0.1961	33173.72	0.11	231.3	14.3
Volkswagen	Corrado	Female	23	Peru	Chapimarca	-13.97797	-73.063881	Mauv	FALSE	12/10/2016	40437.57	0.522	49168.65	0.09	198.8	3.4
Lotus	Elan	Female	30	Philippines	Glamang	6.1639689	125.1144397	Puce	FALSE	21/04/2014	23452.08	0.2635	42667.68	0.15	243.2	4
GMC	Yukon XL 2500	Female	72	Portugal	Santiago dos Velhos	38.9492606	-9.1068816	Khaki	TRUE	18/02/2004	76315.43	0.651	49767.98	0.02	189.2	4.3
Jaguar	XJ Series	Male	52	Tajikistan	Norak	38.3833041	69.2698737	Fuscia	TRUE	8/5/2020	18318.42	0.5992	40654.55	0.1	242.2	3.9
Geo	Metro	Male	74	Philippines	Kalilangan	7.7019624	124.7496736	Aquamarine	FALSE	31/12/2012	49252.2	0.6024	49083.71	0.25	228.5	6
Audi	RS4	Female	50	South Africa	Hluhluwe	-28.0261859	32.2795667	Turquoise	FALSE	25/03/2005	98045.47	0.0077	17643.31	0.02	222.5	9.7
Lexus	ES	Female	62	Argentina	Villa del Rosario	-31.5534831	-63.5362339	Khaki	TRUE	29/03/2019	25604.57	0.158	9000.92	0.09	233.4	5.3
GMC	Savana 3500	Female	41	Sweden	Ed	58.9122731	11.9327196	Mauv	FALSE	23/03/2016	34681.75	0.0174	35151.98	0.02	205.1	11.2
Ford	Explorer Sport Trac	Male	32	Poland	D?bnica Kaszubska	54.3786241	17.1607682	Pink	TRUE	4/5/2018	65742.51	0.038	27184.66	0.08	153.5	14.4
Buick	Skyhawk	Female	66	Morocco	Sidi Lamine	32.91795	-6.060131	Yellow	TRUE	22/03/2015	40890.73	0.5699	30902.19	0.1	227.3	9.3
Toyota	Land Cruiser	Male	36	China	Daojiang	23.883531	110.666614	Fuscia	TRUE	23/07/2002	92244.66	0.2345	28584.78	0.06	221.7	4.3
Toyota	Prius	Female	38	Sri Lanka	Weligama	5.973323	80.437663	Mauv	TRUE	22/06/2002	45388.8	0.411	8214.96	0.13	185	9.1
Lincoln	Continental	Female	67	Poland	Kasina Wielka	49.7287057	20.1353402	Teal	TRUE	8/7/2014	32430.69	0.0589	40680.93	0.1	237.3	6.8
Ford	Fiesta	Female	25	Poland	Kaliska	53.9165867	18.1905615	Yellow	TRUE	2/2/2008	43425.33	0.3466	8828.82	0.08	207.5	13.4
Subaru	Alcyone SVX	Female	27	Tunisia	Gh?r al Mil?	37.1686873	10.188536	Blue	TRUE	18/01/2015	61506.1	0.1348	24497.96	0.2	159.1	11.6
Buick	Roadmaster	Female	22	China	Dingjia	46.5807254	125.1344298	Goldenrod	FALSE	23/09/2019	39447.57	0.6721	41613.99	0.11	217.2	8.6
Nissan	Xterra	Male	74	South Korea	Andong	36.5683543	128.729357	Aquamarine	FALSE	23/01/2014	38634.71	0.652	8390.44	0.03	242.2	8.3
Pontiac	LeMans	Male	27	China	Fuji	35.7948809	-78.505857	Indigo	FALSE	2/10/2009	54994.24	0.275	31142.04	0.08	134.2	3.9
Maybach	Landaulet	Female	68	Sweden	Söderhamn	61.3066824	17.0542559	Turquoise	TRUE	12/12/2018	37133.72	0.5983	12576.36	0.06	155.8	2.1
Mazda	Mazda3	Male	42	Indonesia	Wirodayan	-8.2133	114.3701	Green	FALSE	9/8/2009	85652.27	0.0463	24008.75	0.06	176.2	6.4
Ford	Thunderbird	Female	35	Thailand	Bang Sai	14.3123597	100.2880581	Turquoise	FALSE	12/3/2019	17521.9	0.0363	45463.66	0.08	131.7	8.2
Nissan	Rogue	Male	75	France	Marseille	43.7441795	2.511999	Yellow	TRUE	4/9/2014	25061.84	0.5407	23148.41	0.05	168.6	8.8
Chevrolet	Astro	Female	49	Brazil	Picos	-7.0776163	-41.4673741	Green	FALSE	20/01/2006	17869.66	0.5267	42002.04	0.03	164.6	7.2
Isuzu	Rodeo	Male	60	Peru	Macari	-14.7704597	-70.9026649	Red	FALSE	4/9/2007	22721.39	0.4078	21765.81	0.14	226.3	10.1
Saturn	S-Series	Female	50	Afghanistan	Maz?r-e Shar?f	36.6926167	67.1179511	Crimson	TRUE	16/02/2004	72777.98	0.6282	39426.79	0.2	168.3	11.9
Mitsubishi	Outlander	Male	51	Sweden	Göteborg	57.762202	12.056698	Yellow	TRUE	22/04/2013	77971.31	0.2213	21313.59	0.14	150.1	10.2
Toyota	Paseo	Male	50	China	Shaxi	26.312444	99.850365	Teal	TRUE	16/05/2002	26249.62	0.1722	33258.01	0.01	242	13.6
Land Rover	Discovery	Female	65	Albania	Gjinkar	41.0180957	20.2024299	Violet	FALSE	28/08/2018	40811.8	0.1873	42687.52	0.2	147.4	10.6
Honda	Civic	Female	57	Sweden	Bengtsfors	59.0031146	12.2093266	Yellow	FALSE	14/02/2020	29821.98	0.4226	30776.53	0.17	174.9	6.5
Toyota	Paseo	Female	47	China	Moxi	29.64227	102.125808	Crimson	TRUE	10/4/2002	94267.63	0.0672	19597.76	0.13	188.2	4.8
